PERMIT_TYPE	APP_ID	WDID	STATUS	NOI_PROCESSED_DATE	NOT_EFFECTIVE_DATE	REGION_BOARD	COUNTY	OPERATOR_NAME	FACILITY_NAME	FACILITY_ADDRESS	FACILITY_ADDRESS_2	FACILITY_CITY	FACILITY_STATE	FACILITY_ZIP	FACILITY_LATITUDE	FACILITY_LONGITUDE	FACILITY_COUNTY	FACILITY_CONTACT_FIRST_NAME	FACILITY_CONTACT_LAST_NAME	FACILITY_TITLE	FACILITY_PHONE	FACILITY_EMAIL	FACILITY_TOTAL_SIZE	FACILITY_TOTAL_SIZE_UNIT	FACILITY_AREA_ACTIVITY	FACILITY_AREA_ACTIVITY_UNIT	PERCENT_OF_SITE_IMPERVIOUSNESS	PRIMARY_SIC	SECONDARY_SIC	TERTIARY_SIC	RECEIVING_WATER_NAME	INDIRECTLY	DIRECTLY	CERTIFIER_BY	CERTIFIER_TITLE	CERTIFICATION_DATE	QUESTION_TMDL_ANSWER
Industrial	180967	2 01I012193	Terminated	03/05/1996	06/22/2001	2	Alameda	Kellys Truck Repair	Kelly S Truck Repair 	495 Hester St		San Leandro	CA	94577	37.72122	-122.1895	Alameda	Kelly	Green		510-655-9090		2	Acres		 		4213-Trucking, Except Local			San Francisco Bay						 
Industrial	180968	2 01I012218	Terminated	03/25/1996	01/07/2025	2	Alameda	Quality Transport Inc	Quality Trans 	45051 Industrial Dr		Fremont	CA	94538	37.49768	-121.95119	Alameda	Michael	Paras	Safety and Compliance Manager	510-657-4267	mparas@qatp-trh.com	7	Acres	6	Acres	75	4226-Special Warehousing and Storage, NEC			San Francisco Bay		N	Lee Schorno	President	26-JUN-15 04.30.49.744000 PM	N
Industrial	180969	2 01I012234	Terminated	04/04/1996	12/28/2016	2	Alameda	Star Pacific Inc	Star Pac Inc	1205 Atlantic St		Union City	CA	94587	37.60214	-122.0337	Alameda	Ed	Kubiak		510-471555-6	starpacnew@aol.com	3.6	Acres	103000	Sqft		2841-Soaps and Other Detergents, Except Speciality Cleaners			Alameda Creek to San Francisco Bay	Y	N	Edward Kubiak	General manager	15-JUN-15 11.27.04.432000 AM	 
Industrial	180970	2 01I012241	Terminated	04/08/1996	05/14/2014	2	Alameda	Alliance Metals 	Alliance Metals 	3426 Peralta St		Oakland	CA	94608	37.82638	-122.28198	Alameda	Jerome	Anast		510-547-2408		18000	SqFt		 	0	5093-Scrap and Waste Materials									 
Industrial	180971	2 01I012261	Terminated	04/23/1996	10/20/2011	2	Alameda	Golden Gate Petroleum 	Golden Gate Petroleum 	1565 Industrial Pkwy W		Hayward	CA	94544	37.61795	-122.06469	Alameda	Gary	Rowe		925-228-2222	gary.rowe@ggpetroleum.com	65000	Acres		 	43	5171-Petroleum Bulk Stations and Terminals			Alameda Creek						 
Industrial	180972	2 01I012274	Terminated	04/24/1996	06/14/2000	2	Alameda	Feralloy 	Feralloy Corp Western Div 	6850 Stevenson Blvd		Fremont	CA	94538	37.50809	-121.99625	Alameda	David	P Hunt		510-651-7444		7	Acres		 		5015-Motor Vehicle Parts, Used			San Francisco Bay						 
Industrial	180973	2 01I012275	Terminated	04/24/1996		2		GE SUPPLY	GE SUPPLY	30880 SAN CLEMENTE		Hayward	CA	94544	37.61372	-122.05253		Larry	Lopez		510-429-7801		76385	SqFt		 		4213-Trucking, Except Local	4225-General Warehousing and Storage		Alameda Creek						 
Industrial	180975	2 01I012309	Terminated	05/16/1996	06/11/2002	2	Alameda	Henkel Surface Technologies 	Henkel Surface Technologies 	37899 Niles Blvd		Fremont	CA	94536	37.57495	-121.97378	Alameda	DAN	Armijo		5107971430		6	Acres		 		2899-Chemicals and Chemical Preparations, NEC			Alameda Creek						 
Industrial	180976	2 01I012329	Terminated	05/24/1996	06/20/2000	2	Alameda	Tenneco Packaging 	Tenneco Packaging 	1575 Zephyr Ave		Hayward	CA	94544	37.61151	-122.06052	Alameda	Miklos	P Klenovits		510-487-7746		49500	SqFt		 	19	2653-Corrugated and Solid Fiber Boxes			Industrial Pkwy Drain						 
Industrial	180977	2 01I012336	Terminated	05/29/1996		2	Alameda	Transmission Parts & Cores Inc	Transmission Parts & Cores Inc	1981 W Winton Ave		Hayward	CA	94545	37.65298	-122.13032	Alameda	Nick	Buffone		510-783-5222		2	Acres		 	100	5015-Motor Vehicle Parts, Used	5093-Scrap and Waste Materials								 
Industrial	180978	2 01I012337	Terminated	05/29/1996	01/06/2000	2	Alameda	Moskowitz, Robert 	U Pull Auto Liquidators 	700 85th Ave		Oakland	CA	94621	37.74704	-122.18908	Alameda	Robert	Moskowitz		510-632-4601		4	Acres		 	100	5015-Motor Vehicle Parts, Used			Elmhurst Slough						 
Industrial	180979	2 01I012373	Terminated	06/18/1996	03/11/2003	2	Alameda	Hall, Daniel J 	Dan S Auto Parts Salvage 	3520 Harlan St		Oakland	CA	94608	37.8265	-122.28203	Alameda	Daniel	J Hall		510-655-2539		11700	SqFt		 		5015-Motor Vehicle Parts, Used			San Francisco Bay						 
Industrial	180980	2 01I012426	Terminated	07/11/1996	01/19/2000	2	Alameda	DC Metal Inc	Dc Metal Inc 	1414 3rd St		Oakland	CA	94607	37.80251	-122.29537	Alameda	Ray	Cherry		510-836-1655		2	Acres		 		5093-Scrap and Waste Materials			San Francisco Bay						 
Industrial	180981	2 01I012447	Terminated	07/31/1996	07/05/2013	2	Alameda	Clorox Co 	Clorox Co Technical Ctr 	7200 Johnson Dr		Pleasanton	CA	94588	37.69422	-121.9189	Alameda	Amy	Zysk		925-425-6007	amy.zysk@clorox.com	2951	Acres		 	5	8731-Commercial Physical and Biological Research			Alamo Canal/arroyo/delaguna						 
Industrial	180982	2 01I012463	Terminated	08/07/1996	02/04/2005	2	Alameda	Airborne Express	DHL Express 	6700 Golden Gate Dr		Dublin	CA	94568	37.7026	-121.9287	Alameda	Jeff	Thomas		925-551-3123		1	Acres		 	59	4215-Courier Services Except by Air			Dublin Canyon Creek Zone 7						 
Industrial	180983	2 01I012465	Terminated	08/07/1996	09/07/2012	2	Alameda	Lakeside Non Ferrous Metals	Lakeside Non Ferrous Metals 	455 9th Ave		Oakland	CA	94606	37.78864	-122.25606	Alameda	Roberto	Stinga		925-444-5466	roberto.stinga@lakesiderecycling.com	70000	SqFt		 		5093-Scrap and Waste Materials			San Francisco Bay						 
Industrial	180984	2 01I012491	Terminated	08/09/1996		2	Alameda	Dumbarton Quarry Association	Dumbarton Quarry Assoc Lavista	28814 Mission Blvd		Hayward	CA	94544	37.63538	-122.0532	Alameda	Jeff	Workman		510-670-2839	jworkman@desilvagates.com	129	Acres		 		1429-Crushed and Broken Stone, NEC	2951-Asphalt Paving Mixtures and Blocks		Alameda Creek						 
Industrial	180985	2 01I012511	Terminated	08/26/1996	06/14/2000	2	Alameda	L & K Debris Box Service Inc	L & K Recycling & Transfer Fac	33333 Western Ave		Union City	CA	94587	37.59709	-122.0325	Alameda	Tony	Lottice		510-441-9432		6	Acres		 		5093-Scrap and Waste Materials	4231-Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation		San Francisco Bay						 
Industrial	180986	2 01I012551	Terminated	09/09/1996	04/05/2001	2	Alameda	Nasir, Mohammad 	Import Ctr 	3892 Depot Rd		Hayward	CA	94545	37.63782	-122.13524	Alameda	Mohammad	Nasir		510-783-5322		2	Acres		 	2	5015-Motor Vehicle Parts, Used									 
Industrial	180987	2 01I012611	Terminated	10/25/1996	04/27/2016	2	Alameda	STRATEGIC MATERIALS INC	STRATEGIC MATERIALS	1932 FAIRWAY		San Leandro	CA	94577	37.70302	-122.16921	Alameda	Humberto	Perez	Plant Manager	510-357-0531	hperez@strategicmaterials.com	5	Acres	1.25	 	100	5093-Scrap and Waste Materials			Marina Bay	Y	N	Humberto Perez	Plant Manager	25-JUN-15 03.55.17.868000 PM	 
Industrial	180989	2 01I012613	Active	10/25/1996		2	Alameda	Pick N Pull San Jose Auto Dismantler General Partnership 	Pick-n-pull Newark #43	7400 Mowry Ave		Newark	CA	94560	37.51042	-122.01437	Alameda	Michael	Hicks	Area General Manager	916-240-3937	mhicks@picknpull.com	19	Acres	16	Acres	15	5015-Motor Vehicle Parts, Used			Mowry Slough	Y	N	Jose Garcia	District Manager	27-SEP-18 01.56.22.372000 PM	N
Industrial	180990	2 01I012720	Terminated	12/04/1996	08/15/2017	2	Alameda	Brian Springer 	USP Structural Connectors	2150 Kitty Hawk Rd		Livermore	CA	94551	37.69858	-121.80557	Alameda	Brian	Springer		209-221-4819	bspringer@mii.com	2	Acres		 	1	3469-Metal Stamping, NEC			San Francisco Bay	N	N	Brian Springer		19-OCT-16 02.31.53.807000 PM	 
Industrial	180991	2 01I012745	Terminated	12/17/1996	08/14/2008	2	Alameda	Stockton Product	Stockton Prod 	2015 W Avenue 140th		San Leandro	CA	94577	37.69997	-122.16884	Alameda	Doyle	Souser		510-351-6701	dsouser@stocktonproducts.com	53000	SqFt		 		3444-Sheet Metal Work			San Francisco Bay						 
Industrial	180992	2 01I012834	Terminated	01/09/1997	12/11/2000	2	Alameda	Empex Ventures 	Industrial Passenger Ser 	24785 Clawiter Rd		Hayward	CA	94545	37.63926	-122.11982	Alameda	Willard	Morris		510-786-6135					 		4119-Local Passenger Transportation, NEC									 
Industrial	180993	2 01I012854	Terminated	01/15/1997	06/15/2001	2	Alameda	EL0 Touchsystems	El0 Touchsystems 	6500 Kaiser Dr		Fremont	CA	94555	37.55158	-122.06134	Alameda	Jeff	Pizzagoni		510-739-4921		4	Acres		 		3695-Magnetic and Optical Recording Media	3572-Computer Storage Devices		San Francisco Bay						 
Industrial	180994	2 01I012863	Terminated	01/23/1997	02/04/2005	2	Alameda	Airborne Express	DHL Express NUQ	47682 Kato Rd		Fremont	CA	94538	37.4709	-121.92938	Alameda	Greg	Attwood		510-438-4922		2	Acres	0	Sqft	30	4215-Courier Services Except by Air			Coyote Creek						 
Industrial	180995	2 01I012891	Terminated	02/03/1997	11/17/2007	2	Alameda	Kohlberd & Co 	Nancys Specialty Foods 	6500 Overlake Pl		Newark	CA	94560	37.54668	-122.05627	Alameda	Scott	Reed		5104941100	scottr@nancys.com	14	Acres		 		2038-Frozen Specialties, NEC			San Francisco Bay						 
Industrial	180996	2 01I012904	Terminated	02/11/1997	06/20/2000	2	Alameda	Yale Northern California	Yale Industrial Lift Truck 	4381 Bettencourt Way		Union City	CA	94587	37.59832	-122.08573	Alameda	Jim	Avis		510-429-0303		70000	SqFt		 	12	4213-Trucking, Except Local			San Francisco Bay						 
Industrial	180997	2 01I012905	Active	02/11/1997		2	Alameda	PJs Lumber Inc	PJs Lumber Inc	45055 Fremont Blvd		Fremont	CA	94538	37.50017	-121.94881	Alameda	Charles	Sharp		510-743-5300	csharp@pjsrebar.com	6	Acres	6	Acres		3499-Fabricated Metal Products, NEC			Agua Caliente Creek	Y	N	Charles Sharp	VP HR  MF	10-JUN-15 08.55.16.923000 AM	N
Industrial	180998	2 01I012922	Terminated	02/20/1997	07/15/2010	2	Alameda	Matheson Fast Freight 	Matheson Fast Freight 	30542 San Antonio St		Hayward	CA	94544	37.61942	-122.05171	Alameda	Chuck	Stone		916-685-2330	cstone@mathesonic.com	3	Acres		 	85	4231-Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation			Alameda Creek						 
Industrial	180999	2 01I012929	Active	03/03/1997		2	Alameda	Safeway Inc	Safeway Milk Plant	2000 Adams Ave		San Leandro	CA	94577	37.72548	-122.19187	Alameda	Lindsey	Jarema	QAQC Supervisor	201-687-8027	lindsey.jarema@albertsons.com	15	Acres	15	Acres		2026-Fluid Milk	4231-Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation		San Francisco Bay	Y	N	Jesse Wees	Environmental Compliance Manager	04-DEC-24 11.23.42.748000 AM	N
Industrial	181000	2 01I012937	Terminated			2	Alameda	MDC Vacuum Products LLC 	Mdc Vacuum Prod 	23842 Cabot Blvd		Hayward	CA	94545	37.63837	-122.13294	Alameda	George	Drummond		510-265-3500	gdrummond@mdcvacuum.com	240000	SqFt		 	95	3679-Electronic Components, NEC			San Francisco Bay						 
Industrial	181001	2 01I012960	Terminated	03/06/1997	02/06/2008	2		Pacific Precast Corp	PACIFIC PRECAST CORP	3508 DEPOT		Hayward	CA	94545	37.63825	-122.12752		Don	Hudson		510-782-8677	soundwallspac@aol.com	5	Acres		 		3274-Lime			San Francisco Bay						 
Industrial	181003	2 01I012961	Terminated	03/06/1997	07/11/2016	2	Alameda	Gans Ink  Supply Co 	Gans Ink Supply Co 	3486 Depot Rd		Hayward	CA	94545	37.6383	-122.12648	Alameda	Lenny	Chiechi	Branch Manager	510-782-3866	lchiechi@gansink.com	8202	SqFt	0	Sqft	100	2893-Printing Ink			San Francisco Bay	Y	N	Rene  Espinoza	General Manager	11-JUL-16 02.41.24.000000 PM	 
Industrial	181003	2 01NEC002245	Terminated	03/06/1997	08/12/2020	2	Alameda	Gans Ink  Supply Co 	Gans Ink Supply Co 	3486 Depot Rd		Hayward	CA	94545	37.6383	-122.12648	Alameda	Lenny	Chiechi	Branch Manager	510-782-3866	lchiechi@gansink.com	8202	SqFt	0	Sqft	100	2893-Printing Ink			San Francisco Bay	Y	N	Rene  Espinoza	General Manager	14-JUL-20 08.22.18.198000 AM	 
Industrial	181004	2 01I012965	Terminated	03/06/1997	09/11/2015	2	Alameda	Columbia Cosmetics Manufacturing Inc	Columbia Cosmetics Mfg Inc 	1661 Timothy Dr		San Leandro	CA	94577	37.7147	-122.17367	Alameda	EVERETT	BENDER	FACILITY MANAGER	510-562-5900	ebender@colombiacosmetics.com	2.46	Acres	0	Sqft	0	2844-Perfumes, Cosmetics, and Other Toilet Preparations			San Francisco Bay	Y	N	LIMEI MEYAR	OFFICE MANAGER	11-SEP-15 01.39.20.000000 PM	 
Industrial	181004	2 01NEC000594	Active	03/06/1997		2	Alameda	Columbia Cosmetics Manufacturing Inc	Columbia Cosmetics Mfg Inc 	1661 Timothy Dr		San Leandro	CA	94577	37.7147	-122.17367	Alameda	EVERETT	BENDER	FACILITY MANAGER	510-562-5900	ebender@colombiacosmetics.com	2.46	Acres	0	Sqft	0	2844-Perfumes, Cosmetics, and Other Toilet Preparations			San Francisco Bay	Y	N	LIMEI MEYAR	OFFICE MANAGER	30-SEP-24 09.18.23.160000 AM	 
Industrial	181005	2 01I012976	Terminated	03/07/1997	06/01/1999	2	Alameda	Western Precooling Systems Inc	Western Precooling Systems Inc	43978 Fremont Blvd		Fremont	CA	94538	37.50971	-121.94971	Alameda	Larry	Snyder		510-656-2220		18325	SqFt		 	50	3585-Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment			San Francisco Bay						 
Industrial	181006	2 01I012978	Active	03/07/1997		2	Alameda	Creative Wood Products Incorporated	Creative Wood Prod Inc 	900 77th Ave  A		Oakland	CA	94621	37.75256	-122.19216	Alameda	Erica	Paramo	Safety Coordinator	510-635-5399	erica@creativewood.net	105000	SqFt	105000	Sqft	0	2521-Wood Office Furniture			San Francisco Bay	N	N	Erica Paramo	safety coordinator	23-DEC-20 08.26.57.905000 AM	N
Industrial	181007	2 01I012980	Terminated	03/07/1997	05/03/2023	2	Alameda	Annabelle Candy Co Inc 	Annabelle Candy Co Inc 	27211 Industrial Blvd		Hayward	CA	94545	37.628	-122.10769	Alameda	Victor	Moreno	Plant Manager	510-783-2900	victor@annabellecandy.com	15040	SqFt	90	Sqft	0	2064-Candy and Other Confectionery Products			San Francisco Bay		N	Gary Gogol	President	04-AUG-15 02.35.13.264000 PM	N
Industrial	181008	2 01I012983	Active	03/14/1997		2	Alameda	John Srour	European Auto Wrecking 	7324 Wells Ave		Newark	CA	94560	37.52654	-122.03636	Alameda	John	Srour		510-795-8910		2	Acres	1.3	Acres	80	5015-Motor Vehicle Parts, Used			rain	Y	N	JOHN SROUR	OWNER	25-JUN-15 03.13.34.521000 PM	N
Industrial	181009	2 01I012990	Terminated	03/17/1997	06/14/2000	2	Alameda	Pacific Steel & Supply	Pac Steel & Supply 	2062 W Avenue 140th		San Leandro	CA	94577	37.69977	-122.16933	Alameda	Robert	Strauch		510-357-0340		8	Acres		 		4214-Local Trucking with Storage			San Francisco Bay						 
Industrial	181010	2 01I013003	Terminated	03/19/1997	06/30/2021	2	Alameda	Melrose Metal Product Inc	Melrose Metal Product Inc	44533 S Grimmer Blvd		Fremont	CA	94538	37.502	-121.95206	Alameda	Mitchell	A Hoppe	President	510-657-8771	mhoppe@gomelrose.com	4	Acres	4	Acres	23	3444-Sheet Metal Work			San Francisco Bay Lower	Y	N	Mitchell Hoppe	Acting EHS Manager	15-JAN-16 02.55.05.195000 PM	N
Industrial	181011	2 01I013010	Terminated	03/19/1997	11/14/2003	2	Alameda	US Postal Service	US Postal Ser Danville Main Po	2605 Camino Tassajara		Danville	CA	94526	37.80775	-121.94988	Alameda	RUSSELL	Silktis		9257365069		220000	SqFt		 		4311-United States Postal Service									 
Industrial	181012	2 01I013011	Terminated	03/19/1997	12/05/1999	2	Alameda	AJ Daw Printing Ink Co	A J Daw Printing Ink Co 	1929 Williams St		San Leandro	CA	94577	37.71156	-122.17436	Alameda	Calvin	Sisco		510-483-6110		16200	SqFt		 		2893-Printing Ink			San Francisco Bay						 
Industrial	181013	2 01I013013	Terminated	03/19/1997	07/06/2015	2	Alameda	Libby Laboratories Inc 	Libby Laboratories Inc 	1700 6th St		Berkeley	CA	94710	37.8723	-122.29911	Alameda	Susan	Libby	President	510-527-5400	scl@libbylabs.com	62000	SqFt	0	Sqft		2844-Perfumes, Cosmetics, and Other Toilet Preparations			Sf Bay	N	N	James Pirie	Plant Engineer	06-JUL-15 08.52.07.000000 AM	 
Industrial	181013	2 01NEC000027	Active	03/19/1997		2	Alameda	Libby Laboratories Inc 	Libby Laboratories Inc 	1700 6th St		Berkeley	CA	94710	37.8723	-122.29911	Alameda	Susan	Libby	President	510-527-5400	scl@libbylabs.com	62000	SqFt	0	Sqft		2844-Perfumes, Cosmetics, and Other Toilet Preparations			Sf Bay	N	N	James Pirie	Plant Engineer	19-AUG-21 09.35.42.144000 AM	 
Industrial	181014	2 01I013023	Terminated	03/27/1997	10/31/2001	2	Alameda	Noahs Bay Area	Noah S Bagels 	14054 Catalina St		San Leandro	CA	94577	37.69751	-122.17336	Alameda	Charley	Luckhardy		510-347-3906		70000	SqFt		 		2051-Bread and Other Bakery Products, Except Cookies and Crackers			San Francisco Bay						 
Industrial	181015	2 01I013024	Terminated	03/27/1997	11/22/2004	2		Owens-Brockway Glass Container	owens-brockway glass container	22302 hathaway ave.		Hayward	CA					Pam	Fernandez		510-784-7404		9	Acres		 	50	3221-Glass Containers			San Francisco						 
Industrial	181016	2 01I013026	Terminated	03/27/1997	12/28/1998	2	Alameda	Itoham USA Inc	Ito Cariani Sausage Co Inc 	3190 Corporate Pl		Hayward	CA	94545	37.62489	-122.11166	Alameda	Hideo	Mori		510-887-0882		80000	SqFt		 	0	2013-Sausages and Other Prepared Meats			San Francisco Bay						 
Industrial	181017	2 01I013072	Terminated	04/02/1997	11/14/2003	2	Alameda	Big 4 Rents Inc 	Hertz Equipment Rental Corp 	1475 Eastshore Hwy		Berkeley	CA	94710	37.87467	-122.30578	Alameda	Mark	Hobson		707-586-4444		2	Acres		 		4213-Trucking, Except Local			San Francisco Bay						 
Industrial	181018	2 01I013104	Terminated	04/15/1997	06/12/2012	2	Alameda	Grant Laboratories Inc 	Grant Laboratories Inc 	14688 Washington Ave		San Leandro	CA	94578	37.69853	-122.13919	Alameda	Quazi	Iqbal		510-483-6070		7200	Acres		 		2879-Pesticides and Agricultural Chemicals, NEC			San Francisco Bay						 
Industrial	181019	2 01I013105	Terminated	04/15/1997	05/06/2019	2	Alameda	Sun Chemical GPI	Sun Chemical GPI	1599 Factor Ave		San Leandro	CA	94577	37.70264	-122.16211	Alameda	Brian	Zylka	Site Lead	510-618-1306	brian.zylka@sunchemical.com	1	Acres	0	Sqft		2893-Printing Ink			San Francisco Bay	Y	N	Yvette Kimber Kendrick	Sr Environmental Engineer	06-MAY-19 01.08.08.000000 PM	N
Industrial	181019	2 01NEC005138	Terminated	04/15/1997	11/07/2022	2	Alameda	Sun Chemical GPI	Sun Chemical GPI	1599 Factor Ave		San Leandro	CA	94577	37.70264	-122.16211	Alameda	Brian	Zylka	Site Lead	510-618-1306	brian.zylka@sunchemical.com	1	Acres	0	Sqft		2893-Printing Ink			San Francisco Bay	Y	N	Yvette Kimber Kendrick	Sr Environmental Engineer	17-OCT-22 06.55.38.471000 PM	N
Industrial	181020	2 01I013137	Terminated	06/25/1997	05/03/2001	2	Alameda	Xan Auto Body 	Xan Auto Body 	1221 12th Ave		Oakland	CA	94606	37.79009	-122.24878	Alameda	Xan	Dang		510-836-2421		16	Acres		 	30	5015-Motor Vehicle Parts, Used									 
Industrial	181021	2 01I013194	Terminated	06/05/1997	09/27/2004	2	Alameda	Quala Systems Inc 	Quala Systems Inc 	3643 Depot Rd		Hayward	CA	94545	37.63816	-122.12939	Alameda	James	A. Rakitsky		5107850386	jrakitsky@qualitydistribution.com	5	Acres		 		4231-Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation			San Francisco Bay						 
Industrial	181022	2 01I013217	Active	07/01/1997		2	Alameda	National Recycling Corp 	National Recycling Corp 	1312 Kirkham St		Oakland	CA	94607	37.81006	-122.29039	Alameda	RICHARD	Wang		510-268-1022	nrc868@sbcglobal.net	63500	SqFt	41700	Sqft	100	5093-Scrap and Waste Materials			San Francisco Bay	N	Y	Richard Wang	Manager	11-MAY-15 01.35.51.335000 PM	N
Industrial	181023	2 01I013232	Terminated	07/01/1997	11/12/2002	2	Alameda	Port of Oakland	Port Oakland Harbor Facilities	209 Brush St		Oakland	CA	94607	37.79894	-122.28346	Alameda	Douglas	P Herman		510-272-1184		2	Acres		 		3799-Transportation Equipment, NEC	3714-Motor Vehicle Parts and Accessories					Kristi McKenney	Executive Director	05-AUG-25 03.29.08.819000 PM	 
Industrial	181024	2 01I013249	Terminated	07/07/1997	01/08/2019	2	Alameda	Heitz Trucking Inc 	Heitz Trucking Inc 	4919 Tidewater Ave		Oakland	CA	94601	37.76137	-122.2186	Alameda	Alex	Orozco		510-436-4445	alex@heitztrucking.com	4.1	Acres	2500	Sqft	55	4213-Trucking, Except Local			San Leandro Bay	N	Y	Alex Orozco	General Manager	26-MAY-15 10.17.59.449000 AM	 
Industrial	181025	2 01I013289	Terminated	07/23/1997	12/19/2014	2	Alameda	Shell Lubricants	Pennzoil Products Company	2015 Grand St		Alameda	CA	94501	37.77704	-122.25239	Alameda	David	Soza		713-241-3758	David.Soza@Shell.com	7	Acres		 	4	2992-Lubricating Oils and Greases									 
Industrial	181026	2 01I013291	Terminated	07/23/1997		2	Alameda	Laidlaw Transit 	Laidlaw Transit Amr San Leandr	642 143rd Ave		San Leandro	CA	94578	37.70716	-122.14296	Alameda	Kevin	Fenderson		5108957700		134000	SqFt		 		4119-Local Passenger Transportation, NEC									 
Industrial	181027	2 01I013301	Terminated	07/29/1997	08/17/2005	2	Alameda	EIC Corp	Eic Corp 	45738 Northport Loop W		Fremont	CA	94538	37.49114	-121.95613	Alameda	BARRY	Lin				135000	SqFt		 		3674-Semiconductors and Related Devices			San Francisco Bay						 
Industrial	181028	2 01I013302	Active	07/29/1997		2	Alameda	CCY INC	CCY INC	2505 POPLAR		Oakland	CA	94607	37.8187	-122.28626	Alameda	Frank	Chang		510-835-3537	KMCtrading@yahoo.com	43000	SqFt	43000	Sqft	40	5093-Scrap and Waste Materials			Lake Merritt		N	frank chang	manger	26-DEC-15 09.30.41.694000 PM	N
Industrial	181030	2 01I013305	Terminated	07/29/1997	06/14/2012	2	Alameda	United Airlines	United Airlines	1 Airport Dr		Oakland	CA	94621	37.71251	-122.21318	Alameda	Stephanie	Hayes		510-577-4331	stephanie.hayes@united.com	1	SqFt		 	20	4581-Airports, Flying Fields, and Airport Terminal Services			Pacific Ocean						 
Industrial	181031	2 01I013318	Terminated	08/04/1997	12/03/2003	2	Alameda	Imacc Corp 	Imacc Corp Container Mgt Servi	21301 Cloud Way		Hayward	CA	94545	37.65521	-122.12596	Alameda	Sean	Reynolds		5107869762		10	Acres		 		3412-Metal Shipping Barrels, Drums, Kegs, and Pails			San Francisco Bay						 
Industrial	181032	2 01I013323	Terminated	08/05/1997	07/07/2014	2	Alameda	Chevron USA	Chevron Aviation Services	7799 Earhart Rd	Chevron Aviation Services	Oakland	CA	94603	37.733454	-122.214458	Alameda	M	Brady Pierce	Manager-Aircraft maintenance	510-430-2935	bradypierce@chevron.com	211506	SqFt		 		4581-Airports, Flying Fields, and Airport Terminal Services			San Leandro Bay	N	N	Michael Pierce		13-JUL-10 11.44.58.634000 AM	 
Industrial	181033	2 01I013324	Terminated	08/05/1997	09/14/2005	2	Alameda	Clear Channel Outdoor 	Clear Channel Outdoor 	1601 Maritime St		Oakland	CA	94607	37.82115	-122.30196	Alameda	Dave	Spivey		510-835-5900		152966	SqFt		 		7538-General Automotive Repair Shops			San Francisco Bay						 
Industrial	181034	2 01I013336	Terminated	08/18/1997	08/27/2001	2	Alameda	American Package Express 	Western Parcel Express 	2842 W Winton Ave		Hayward	CA	94545	37.64844	-122.14514	Alameda	Lupe	Cuen		562-906-6300		80000	SqFt		 	80	4212-Local Trucking Without Storage	4215-Courier Services Except by Air		Ocean						 
Industrial	181035	2 01I013338	Terminated	08/18/1997	06/21/2011	2	Alameda	Chevron USA	Chevron Oakland Airport Terminal	8550 North Earhart Drive		Oakland	CA	95621			Alameda	Todd	Vanderveen		510-242-2280	Toddvandereen@cheveron.com	11020	SqFt		 	20	5171-Petroleum Bulk Stations and Terminals									 
Industrial	181036	2 01I013352	Terminated	08/18/1997	09/03/2009	2	Alameda	Cross City Express 	Cross City Express 	3450 Enterprise Ave		Hayward	CA	94545	37.63329	-122.12576	Alameda	Barbara	Tognetti		510-265-1300	babstog@aol.com	4	Acres		 	0	4214-Local Trucking with Storage	4231-Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation		City Of Hayward						 
Industrial	181037	2 01I013356	Terminated	08/20/1997		2	Alameda	AXT Inc	American Xtal Tech Inc 	4311 Solar Way		Fremont	CA	94538	37.5054	-121.95533	Alameda	Brian	Ward		510-683-5900		199000	SqFt		 	75	3674-Semiconductors and Related Devices			San Francisco Bay						 
Industrial	181038	2 01I013388	Terminated	09/08/1997	10/20/2011	2	Alameda	Injex Industries Inc 	Injex Industries Inc 	30559 San Antonio St		Hayward	CA	94544	37.61937	-122.0509	Alameda	Noce	Farhadi		510-487-4960	nfarhadi@injexindustries.com	135000	Acres		 	95	3089-Plastics Products, NEC			San Francisco Bay	Y					 
Industrial	181039	2 01I013425	Terminated	09/24/1997		2	Alameda	Peralta Community College District	College   Alameda Air Sch 	Doolitlle Ave & Harbor Bay Pky		Alameda	CA	94501			Alameda	Shannon	Janssen		510-748-2290		28000	SqFt		 	0	4513-Air Courier Services			Oakland Estuary						 
Industrial	181040	2 01I013426	Terminated	09/24/1997	03/14/2001	2	Alameda	LSG Skyway	Lsg Skyway 	50 Neil Armstrong Way		Oakland	CA	94621	37.716077	-122.20897	Alameda	Doug	Berkelbaugh		510-562-9141		35000	SqFt		 		4522-Air Transportation, Nonscheduled			Bay						 
Industrial	181041	2 01I013440	Terminated	09/29/1997	08/27/2001	2	Alameda	La Habra Products Inc.	Alta Bldg Material 	2857 Hannah St		Oakland	CA	94608	37.82245	-122.28654	Alameda	Jack	Krause		510-444-2497		42940	SqFt		 	0	3299-Nonmetallic Mineral Products, NEC			Pacific Ocean						 
